Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,customer_name_normalizado,city_normalizado,product_name_normalizado
4645,CA-2016-147501,02/08/2016,06/08/2016,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105.0,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,corey-lock,seattle,okidata c331dn printer
4662,CA-2016-112130,03/05/2016,07/05/2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,stewart visinsky,philadelphia,"global leather highback executive chair with pneumatic height adjustment, black"
4670,US-2018-133200,06/05/2018,11/05/2018,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106.0,Central,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",623.4648,dorothy badders,fort worth,"sauder mission library with doors, fruitwood finish"
4671,US-2018-133200,06/05/2018,11/05/2018,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106.0,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,dorothy badders,fort worth,fellowes staxonsteel drawer files
4673,CA-2017-133550,31/07/2017,06/08/2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205.0,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,635.96,ken lonsdale,detroit,clearone communications chat 70 oc speaker phone
4683,CA-2017-127698,01/12/2017,01/12/2017,Same Day,MV-18190,Mike Vittorini,Consumer,United States,Raleigh,North Carolina,27604.0,South,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,863.928,mike vittorini,raleigh,jabra supreme plus driver edition headset
4698,US-2016-138121,17/12/2016,17/12/2016,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205.0,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",546.66,john lee,detroit,"global value steno chair, gray"
4708,CA-2018-138149,29/06/2018,30/06/2018,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,william brown,los angeles,gbc docubind tl200 manual binding machine
4717,CA-2018-143126,03/12/2018,07/12/2018,Second Class,CM-12655,Corinna Mitchell,Home Office,United States,Seattle,Washington,98115.0,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",521.96,corinna mitchell,seattle,"bevis oval conference table, walnut"
4720,CA-2016-142601,18/04/2016,20/04/2016,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004.0,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,deanra eno,los angeles,"tennsco stur-d-stor boltless shelving, 5 shelves, 24"" deep, sand"
4726,CA-2017-131968,11/11/2017,15/11/2017,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,32712.0,South,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.544,laurel beltran,apopka,sanyo 2.5 cubic foot mid-size office refrigerators
4727,CA-2015-119151,25/11/2015,29/11/2015,Second Class,MP-18175,Mike Pelletier,Home Office,United States,New York City,New York,10009.0,East,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,mike pelletier,new york city,"tennsco snap-together open shelving units, starter sets and add-on units"
4735,CA-2017-120530,07/04/2017,12/04/2017,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,New York City,New York,10035.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746,dorris liebe,new york city,"hon deluxe fabric upholstered stacking chairs, rounded back"
4751,CA-2017-127649,07/10/2017,09/10/2017,First Class,DL-13495,Dionis Lloyd,Corporate,United States,Spokane,Washington,99207.0,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,dionis lloyd,spokane,okidata c331dn printer
4759,CA-2015-121573,03/11/2015,07/11/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,speros goranitis,new york city,panasonic kx-tg9471b
4772,US-2015-167262,31/10/2015,03/11/2015,Second Class,AC-10450,Amy Cox,Consumer,United States,Avondale,Arizona,85323.0,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,742.336,amy cox,avondale,plantronics hl10 handset lifter
4781,CA-2015-159310,07/11/2015,12/11/2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070.0,Central,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.144,steven cartwright,houston,"hon deluxe fabric upholstered stacking chairs, squared back"
4813,CA-2017-121370,14/11/2017,19/11/2017,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,eugene barchas,philadelphia,sharp al-1530cs digital copier
4851,CA-2015-107818,08/09/2015,14/09/2015,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301.0,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,marc crier,pasco,"hon deluxe fabric upholstered stacking chairs, rounded back"
4861,CA-2017-101546,18/12/2017,24/12/2017,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Morristown,New Jersey,7960.0,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,grace kelly,morristown,gbc docubind tl300 electric binding system
4862,CA-2015-138940,11/04/2015,16/04/2015,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Austin,Texas,78745.0,Central,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.352,gary mitchum,austin,jawbone jambox wireless bluetooth speaker
4866,CA-2018-122490,13/11/2018,18/11/2018,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.704,ted trevino,seattle,global troy executive leather low-back tilter
4867,CA-2018-122490,13/11/2018,18/11/2018,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103.0,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,563.024,ted trevino,seattle,gbc docubind p50 personal binding machine
4881,CA-2018-143567,02/11/2018,05/11/2018,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420.0,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,thomas boland,henderson,"hon deluxe fabric upholstered stacking chairs, rounded back"
4882,CA-2018-143567,02/11/2018,05/11/2018,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420.0,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,thomas boland,henderson,logitech dinovo edge keyboard
4889,CA-2017-163167,28/11/2017,01/12/2017,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062.0,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,randy ferguson,marietta,tennsco single-tier lockers
4890,CA-2017-163167,28/11/2017,01/12/2017,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062.0,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3,randy ferguson,marietta,"24 capacity maxi data binder racks, pearl"
4897,CA-2017-135776,23/12/2017,30/12/2017,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103.0,West,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,edward hooks,seattle,"tennsco snap-together open shelving units, starter sets and add-on units"
4905,US-2015-161613,01/12/2015,03/12/2015,Second Class,MC-17605,Matt Connell,Corporate,United States,Houston,Texas,77070.0,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,matt connell,houston,hon 4070 series pagoda round back stacking chairs
4924,CA-2018-114055,25/12/2018,29/12/2018,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810.0,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,629.1,mick hernandez,huntsville,xerox 1915
4929,CA-2018-143245,01/12/2018,06/12/2018,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,6824.0,East,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,897.15,alan dominguez,fairfield,global comet stacking armless chair
4938,CA-2015-157147,13/01/2015,18/01/2015,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,brian dahlen,san francisco,tennsco 6- and 18-compartment lockers
4941,CA-2016-156482,06/02/2016,13/02/2016,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Wilmington,Delaware,19805.0,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82,ivan liston,wilmington,office star - contemporary swivel chair with padded adjustable arms and flex back
4976,CA-2016-142202,18/09/2016,23/09/2016,Second Class,JR-16210,Justin Ritter,Corporate,United States,Jacksonville,Florida,32216.0,South,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,717.12,justin ritter,jacksonville,enermax acrylux wireless keyboard
4979,CA-2016-165050,07/12/2016,09/12/2016,First Class,AH-10210,Alan Hwang,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,773.94,alan hwang,new york city,digium d40 voip phone
4988,CA-2017-149279,24/04/2017,28/04/2017,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,80906.0,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,craig leslie,colorado springs,safco arco folding chair
4991,CA-2018-107321,31/08/2018,04/09/2018,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,San Francisco,California,94110.0,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,689.408,arthur wiediger,san francisco,aastra 6757i ct wireless voip phone
4992,US-2018-122714,07/12/2018,13/12/2018,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,1889.99,henry goldwyn,chicago,ibico epk-21 electric binding system
5006,CA-2016-158659,10/11/2016,14/11/2016,Second Class,SC-20695,Steve Chapman,Corporate,United States,Richmond,Indiana,47374.0,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,714.3,steve chapman,richmond,letter size cart
5007,CA-2016-169796,09/11/2016,14/11/2016,Standard Class,Dp-13240,Dean percer,Home Office,United States,New York City,New York,10035.0,East,TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer,2321.9,dean percer,new york city,zebra zm400 thermal label printer
5010,CA-2016-102876,07/09/2016,14/09/2016,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,791.964,lisa ryan,philadelphia,samsung galaxy note 3
5017,CA-2015-153850,24/11/2015,29/11/2015,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Toledo,Ohio,43615.0,East,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1502.376,thea hendricks,toledo,samsung galaxy s4
5019,CA-2015-127558,15/11/2015,18/11/2015,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008.0,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,shahid shariari,los angeles,logitech p710e mobile speakerphone
5023,CA-2017-133795,18/12/2017,24/12/2017,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,92037.0,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,jeremy ellison,san diego,logitech p710e mobile speakerphone
5035,CA-2016-103954,09/08/2016,13/08/2016,Second Class,HR-14770,Hallie Redmond,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4,hallie redmond,milwaukee,o'sullivan cherrywood estates traditional barrister bookcase
5036,CA-2015-169803,06/04/2015,12/04/2015,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115.0,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,scott cohen,seattle,"chromcraft bull-nose wood round conference table top, wood base"
5040,CA-2016-136469,11/07/2016,12/07/2016,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805.0,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,716.0,todd sumrall,wilmington,wilson electronics db pro signal booster
5046,CA-2017-158694,10/11/2017,13/11/2017,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036.0,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,arianne irving,los angeles,standard rollaway file with lock
5056,CA-2016-141243,03/01/2016,08/01/2016,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217.0,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,amy hunt,dallas,o'sullivan living dimensions 5-shelf bookcases
5060,CA-2017-109722,05/12/2017,07/12/2017,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,40324.0,South,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,theone pippenger,georgetown,samsung galaxy s iii - 16gb - pebble blue (t-mobile)
5061,CA-2017-109722,05/12/2017,07/12/2017,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,40324.0,South,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,584.82,theone pippenger,georgetown,fellowes bankers box staxonsteel drawer file/stacking system
5067,CA-2018-142090,30/11/2018,07/12/2018,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Burlington,North Carolina,27217.0,South,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1781.682,shahid collister,burlington,bush advantage collection racetrack conference table
5069,CA-2015-124478,08/08/2015,12/08/2015,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183.0,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,549.99,matt abelman,trenton,sharp 1540cs digital laser copier
5076,CA-2015-134572,20/04/2015,22/04/2015,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070.0,Central,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,744.1,seth vernon,houston,bush advantage collection round conference table
5119,CA-2016-127173,26/09/2016,03/10/2016,Standard Class,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572.0,East,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.93,gene mcclure,oceanside,ativa mdm8000 8-sheet micro-cut shredder
5127,CA-2015-160766,14/09/2015,14/09/2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,darrin martin,new york city,ativa v4110mdd micro-cut shredder
5128,CA-2015-160766,14/09/2015,14/09/2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,darrin martin,new york city,honeywell enviracaire portable hepa air cleaner for 17' x 22' room
5142,CA-2017-111213,01/04/2017,05/04/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,frank preis,new york city,"hon deluxe fabric upholstered stacking chairs, rounded back"
5149,CA-2018-128734,24/12/2018,31/12/2018,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224.0,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,842.376,james lanier,chandler,global leather executive chair
5150,CA-2015-141796,21/06/2015,21/06/2015,Same Day,JG-15160,James Galang,Consumer,United States,Long Beach,New York,11561.0,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.85,james galang,long beach,polycom soundstation2 ex conference phone
5157,CA-2018-163006,30/06/2018,04/07/2018,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653.0,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.584,gary hansen,chicago,samsung galaxy s4
5158,CA-2018-163006,30/06/2018,04/07/2018,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653.0,Central,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.058,gary hansen,chicago,global enterprise series seating high-back swivel/tilt chairs
5162,CA-2015-111192,30/07/2015,05/08/2015,Standard Class,TS-21430,Tom Stivers,Corporate,United States,Seattle,Washington,98103.0,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,tom stivers,seattle,"rush hierlooms collection 1"" thick stackable bookcases"
5168,CA-2015-121006,10/11/2015,16/11/2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.0,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,sam craven,midland,hon every-day series multi-task chairs
5170,CA-2015-121006,10/11/2015,16/11/2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.0,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,sam craven,midland,"hot file 7-pocket, floor stand"
5171,CA-2017-122903,27/05/2017,29/05/2017,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205.0,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,laura armstrong,detroit,hon 5400 series task chairs for big and tall
5186,CA-2016-134719,10/10/2016,15/10/2016,Standard Class,JD-15790,John Dryer,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,john dryer,jacksonville,tennsco single-tier lockers
5187,US-2016-154389,27/11/2016,03/12/2016,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10002789,Technology,Phones,LG Exalt,748.752,eugene hildebrand,philadelphia,lg exalt
5189,CA-2016-115567,13/09/2016,18/09/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Columbus,Indiana,47201.0,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1516.2,zuschuss carroll,columbus,hon multipurpose stacking arm chairs
5199,CA-2017-103982,03/03/2017,08/03/2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.0,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,alex avila,round rock,high speed automatic electric letter opener
5222,CA-2018-117401,18/05/2018,22/05/2018,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,65807.0,Central,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,paul prost,springfield,avanti 1.7 cu. ft. refrigerator
5231,CA-2018-124436,19/03/2018,22/03/2018,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,93727.0,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,sue ann reed,fresno,chromcraft round conference tables
5234,CA-2015-115084,18/10/2015,22/10/2015,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Texarkana,Arkansas,71854.0,South,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34,luke schmidt,texarkana,office star flex back scooter chair with aluminum finish frame
5275,CA-2016-162887,07/11/2016,09/11/2016,Second Class,SV-20785,Stewart Visinsky,Consumer,United States,Burlington,Vermont,,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2,stewart visinsky,burlington,safco contoured stacking chairs
5291,CA-2015-146283,08/09/2015,15/09/2015,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036.0,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,966.7,kean takahito,houston,safco arco folding chair
5298,CA-2018-108791,27/07/2018,31/07/2018,Standard Class,TM-21490,Tony Molinari,Consumer,United States,Yonkers,New York,10701.0,East,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,tony molinari,yonkers,nortel networks t7316 e nt8 b27
5301,CA-2017-113831,30/05/2017,03/06/2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,2275.5,anna häberlin,springfield,hon rectangular conference tables
5302,CA-2017-113831,30/05/2017,03/06/2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153.0,South,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1979.7,anna häberlin,springfield,plantronics cs510 - over-the-head monaural wireless headset system
5311,CA-2018-131254,19/11/2018,21/11/2018,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095.0,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,nathan cano,houston,fellowes pb500 electric punch plastic comb binding machine with manual bind
5321,US-2018-162558,02/10/2018,05/10/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918.0,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,dean percer,knoxville,chromcraft bull-nose wood oval conference tables & bases
5342,CA-2016-146486,09/11/2016,14/11/2016,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572.0,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),899.95,dianna vittorini,oceanside,logitech vx revolution cordless laser mouse for notebooks (black)
5346,CA-2018-108539,21/03/2018,23/03/2018,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045.0,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,steven cartwright,los angeles,adjustable depth letter/legal cart
5362,CA-2018-100951,09/06/2018,10/06/2018,First Class,NC-18625,Noah Childs,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,noah childs,dallas,standard rollaway file with lock
5386,CA-2018-161410,26/06/2018,03/07/2018,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,545.916,chris cortes,philadelphia,plantronics voyager pro hd - bluetooth headset
5395,US-2015-123183,19/11/2015,25/11/2015,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805.0,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,1025.88,georgia rosenberg,wilmington,sauder inglewood library bookcases
5400,CA-2017-117681,09/04/2017,14/04/2017,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90004.0,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.665,herbert flentye,los angeles,bush somerset collection bookcase
5426,CA-2017-153598,03/12/2017,06/12/2017,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045.0,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,neoma murray,los angeles,logitech z-906 speaker sys - home theater - 5.1-ch
5428,US-2017-108497,14/06/2017,14/06/2017,Same Day,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036.0,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.165,marc harrigan,los angeles,"bush heritage pine collection 5-shelf bookcase, albany pine finish, *special order"
5435,CA-2016-160171,19/10/2016,24/10/2016,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90008.0,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,robert marley,los angeles,"sanyo counter height refrigerator with crisper, 3.6 cubic foot, stainless steel/black"
5440,CA-2017-167115,04/04/2017,09/04/2017,Standard Class,EH-14185,Evan Henry,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.784,evan henry,new york city,ibico ibimaster 300 manual binding system
5460,CA-2018-116680,04/09/2018,06/09/2018,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122.0,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,pete kriz,san francisco,"bush cubix conference tables, fully assembled"
5469,CA-2015-132451,26/09/2015,27/09/2015,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105.0,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,karen ferguson,san diego,"hon deluxe fabric upholstered stacking chairs, rounded back"
5475,CA-2018-121741,26/12/2018,26/12/2018,Same Day,YC-21895,Yoseph Carroll,Corporate,United States,Fremont,Nebraska,68025.0,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,yoseph carroll,fremont,tennsco single-tier lockers
5501,CA-2018-164378,15/07/2018,18/07/2018,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024.0,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,664.146,michelle moray,new york city,hon mobius operator's chair
